,url,tweet,tweet_clean,likes_cat,cnt_words,cnt_snts,cnt_spec_smbls,cnt_link_web,cnt_link_users,cnt_tags,tonality,tweet_clean_lem
13,https://twitter.com/JoeBiden/status/1316923063649226752,"I just stepped off the stage at tonight’s town hall, where I laid out what’s at stake in this election.

Now, I need your help. Chip in to power our campaign through this final stretch. https://t.co/OcFsE3oMHq",i just stepped off the stage at tonight s town hall where i laid out what s at stake in this election now i need your help chip in to power our campaign through this final stretch https,1,38,4,9,1,0,0,0,i just step off the stage at tonight s town hall where i lay out what s at stake in this election now i need your help chip in to power our campaign through this final stretch http
14,https://twitter.com/JoeBiden/status/1316920798406451205,"If I'm elected president, you won't hear me race-baiting, you won't hear me dividing — you'll hear me trying to unify. https://t.co/PNsBW8OQmX",if i elected president you wo hear me you wo hear me dividing you hear me trying to unify https,1,20,2,11,1,0,0,0,if i elect president you wo hear me you wo hear me divide you hear me try to unify http
15,https://twitter.com/JoeBiden/status/1316920043553378305,"How will I ensure the rights of LGBTQ+ people are protected under U.S. law?

I’ll change the law.",how will i ensure the rights of people are protected under law i ll change the law,1,17,2,5,0,0,0,0,how will i ensure the right of people be protect under law i ll change the law
16,https://twitter.com/JoeBiden/status/1316917275354669061,We have to heal this nation. https://t.co/wD45ZGcKO2,we have to heal this nation https,1,7,2,3,1,0,0,0,we have to heal this nation http
17,https://twitter.com/JoeBiden/status/1316915010606514176,"I'm running as a proud Democrat, but I'm going to be an American president. 

I'm going to take care of those who voted against me as well as those who voted for me. 

That's what presidents do.",i running as a proud democrat but i going to be an american president i going to take care of those who voted against me as well as those who voted for me that what presidents do,1,37,3,8,0,0,0,0,i run a a proud democrat but i go to be an american president i go to take care of those who vote against me as well a those who vote for me that what president do
18,https://twitter.com/JoeBiden/status/1316914003646517249,"We're a diverse country — and unless we are able to treat people equally, we're just never going to meet our potential.",we a diverse country and unless we are able to treat people equally we just never going to meet our potential,1,21,1,5,0,0,0,0,we a diverse country and unless we be able to treat people equally we just never go to meet our potential
19,https://twitter.com/JoeBiden/status/1316907209465290752,"Folks, I hope I’m making you proud during tonight’s town hall.

If you’re with us, please chip in to help power our campaign over these final 19 days. https://t.co/rA9WmMPRxs",folks i hope i m making you proud during tonight s town hall if you re with us please chip in to help power our campaign over these final days https,1,31,3,10,1,0,0,1,folk i hope i m make you proud during tonight s town hall if you re with u please chip in to help power our campaign over these final day http
20,https://twitter.com/JoeBiden/status/1316903434168172551,"Two of the things I've cared about throughout my whole career:

1. Improving the criminal justice system.
2. Putting Black Americans in a position to gain generational wealth.

And as president, I will continue that fight every day.",two of the things i cared about throughout my whole career improving the criminal justice system putting black americans in a position to gain generational wealth and as president i will continue that fight every day,1,36,5,10,0,0,0,1,two of the thing i care about throughout my whole career improve the criminal justice system put black american in a position to gain generational wealth and a president i will continue that fight every day
21,https://twitter.com/JoeBiden/status/1316899408315772928,The words of a president matter. https://t.co/ABrbg5xTkg,the words of a president matter https,1,7,2,3,1,0,0,1,the word of a president matter http
22,https://twitter.com/JoeBiden/status/1316896639416561666,"Let me be very clear: If you make under $400,000 you won’t pay a penny more in taxes under my administration.",let me be very clear if you make under you won t pay a penny more in taxes under my administration,1,21,1,5,0,0,0,0,let me be very clear if you make under you win t pay a penny more in tax under my administration
23,https://twitter.com/JoeBiden/status/1316896136116891649,"The words of a president matter. And when a president doesn't wear a mask or makes fun of folks who do, it has consequences.",the words of a president matter and when a president does wear a mask or makes fun of folks who do it has consequences,1,24,2,4,0,0,0,1,the word of a president matter and when a president do wear a mask or make fun of folk who do it have consequence
24,https://twitter.com/JoeBiden/status/1316894877649653761,"Over 215,000 Americans have died from COVID-19, and what is President Trump doing?

Nothing.",over americans have died from and what is president trump doing nothing,1,12,2,5,0,0,0,0,over american have die from and what be president trump do nothing
25,https://twitter.com/JoeBiden/status/1316894374500962305,"We're eight months into this pandemic, and Donald Trump still doesn't have a plan to get this virus under control.

I do.",we eight months into this pandemic and donald trump still does have a plan to get this virus under control i do,1,22,2,5,0,0,0,0,we eight month into this pandemic and donald trump still do have a plan to get this virus under control i do
26,https://twitter.com/JoeBiden/status/1316888334594007040,"I’m about to step on stage for tonight’s town hall in Philadelphia, Pennsylvania. Tune in to @ABC to watch live.",i m about to step on stage for tonight s town hall in philadelphia pennsylvania tune in to abc to watch live,1,22,2,6,0,1,0,1,i m about to step on stage for tonight s town hall in philadelphia pennsylvania tune in to abc to watch live
27,https://twitter.com/JoeBiden/status/1316881791425212417,"This is not a moment — it's a movement.

Rise up and be a part of it with the original cast of Hamilton.

Chip in to join: https://t.co/YtCDSeBN01",this is not a moment it a movement rise up and be a part of it with the original cast of hamilton chip in to join https,0,27,3,7,1,0,0,1,this be not a moment it a movement rise up and be a part of it with the original cast of hamilton chip in to join http
28,https://twitter.com/JoeBiden/status/1316854109270503426,"Well, folks, @KamalaHarris and I watched some of President Trump’s remarks from the campaign trail — and it went just as you’d imagine. We wanted to take a moment to clear up some of the lies he’s been saying about us. https://t.co/QWqXp3qdSD",well folks kamalaharris and i watched some of president trump s remarks from the campaign trail and it went just as you d imagine we wanted to take a moment to clear up some of the lies he s been saying about us https,1,44,3,11,1,1,0,1,well folk kamalaharris and i watch some of president trump s remark from the campaign trail and it go just a you d imagine we want to take a moment to clear up some of the lie he s be say about u https
29,https://twitter.com/JoeBiden/status/1316840806502760448,"Our campaign’s contact tracing remains ongoing, and my team will continue to share any significant developments with the American people. If anything, let this serve as an example of the importance of wearing masks and keeping a safe, social distance.",our campaign s contact tracing remains ongoing and my team will continue to share any significant developments with the american people if anything let this serve as an example of the importance of wearing masks and keeping a safe social distance,1,41,2,6,0,0,0,0,our campaign s contact trace remains ongoing and my team will continue to share any significant development with the american people if anything let this serve a an example of the importance of wear mask and keep a safe social distance
30,https://twitter.com/JoeBiden/status/1316840627817066496,"Not only was the individual 50+ feet away and wearing a mask, but I was wearing an N-95 mask. No members of my staff were in contact with this crew member either.  My doctors have advised that there is no need for me to quarantine.",not only was the individual feet away and wearing a mask but i was wearing an mask no members of my staff were in contact with this crew member either my doctors have advised that there is no need for me to quarantine,1,43,3,6,0,0,0,0,not only be the individual foot away and wear a mask but i be wear an mask no member of my staff be in contact with this crew member either my doctor have advise that there be no need for me to quarantine
31,https://twitter.com/JoeBiden/status/1316840452235186178,"During our contact tracing, we discovered around noon today that a member of the company that charters my airplane has also tested positive for COVID. This crew member was on the plane with me, but was more than 50 feet away. 

My COVID test from last night came back negative.",during our contact tracing we discovered around noon today that a member of the company that charters my airplane has also tested positive for covid this crew member was on the plane with me but was more than feet away my covid test from last night came back negative,1,49,3,6,0,0,0,0,during our contact trace we discover around noon today that a member of the company that charter my airplane have also test positive for covid this crew member be on the plane with me but be more than foot away my covid test from last night come back negative
32,https://twitter.com/JoeBiden/status/1316831214821548033,"Donald Trump is rushing through Justice Ginsburg's replacement because he's laser-focused on destroying the Affordable Care Act. 

Here's what's at stake: https://t.co/W7kluAVe2l",donald trump is rushing through justice ginsburg replacement because he on destroying the affordable care act here what at stake https,0,21,2,9,1,0,0,0,donald trump be rush through justice ginsburg replacement because he on destroy the affordable care act here what at stake http
33,https://twitter.com/JoeBiden/status/1316819884081393667,President Obama and I left Donald Trump a booming economy — and he caused a recession. He squandered it just like he has everything else he’s inherited in his life.,president obama and i left donald trump a booming economy and he caused a recession he squandered it just like he has everything else he s inherited in his life,1,30,2,4,0,0,0,1,president obama and i leave donald trump a booming economy and he cause a recession he squander it just like he have everything els he s inherit in hi life
34,https://twitter.com/JoeBiden/status/1316808561435967488,Nevada — today is the last day to register to vote online to automatically receive a ballot in the mail. Head to https://t.co/ajJjiHyWD2 for all the information you need to make your voice heard.,nevada today is the last day to register to vote online to automatically receive a ballot in the mail head to https for all the information you need to make your voice heard,-1,33,2,5,1,0,0,1,nevada today be the last day to register to vote online to automatically receive a ballot in the mail head to https for all the information you need to make your voice heard
35,https://twitter.com/JoeBiden/status/1316801009184722945,"Donald Trump can lie about the economy all he wants, but the truth is he’s the worst jobs president since 1929. https://t.co/lShe254BEG",donald trump can lie about the economy all he wants but the truth is he s the worst jobs president since https,1,22,1,5,1,0,0,0,donald trump can lie about the economy all he want but the truth be he s the bad job president since http
36,https://twitter.com/JoeBiden/status/1316792201213407232,"This #SpiritDay — and every day — we must stand up to hate and intolerance. It’s up to all of us to ensure every young person is affirmed and accepted just as they are — regardless of sexual orientation, gender identity or expression.",this spiritday and every day we must stand up to hate and intolerance it s up to all of us to ensure every young person is affirmed and accepted just as they are regardless of sexual orientation gender identity or expression,1,41,2,8,0,0,1,1,this spiritday and every day we must stand up to hate and intolerance it s up to all of u to ensure every young person be affirm and accept just a they be regardless of sexual orientation gender identity or expression
37,https://twitter.com/JoeBiden/status/1316782889808228352,Arizona — ¡la fecha límite para registrarte para votar en Arizona ha sido extendida! Visita https://t.co/nApec6sbPe para registrarte en linea antes de las 11:59PM el jueves 15 de octubre.,arizona fecha límite para registrarte para votar en arizona ha sido extendida visita https para registrarte en linea antes de las el jueves de octubre,-1,25,2,8,1,0,0,0,arizona fecha límite para registrarte para votar en arizona ha sido extendida visita http para registrarte en linea ante de la el jueves de octubre
38,https://twitter.com/JoeBiden/status/1316768797110546432,"Arizona — your voter registration deadline has been extended! Head to https://t.co/2fKBLS6oXu to get registered online before 11:59 PM on Thursday, October 15.",arizona your voter registration deadline has been extended head to https to get registered online before pm on thursday october,0,20,2,8,1,0,0,0,arizona your voter registration deadline have be extend head to https to get registered online before pm on thursday october
39,https://twitter.com/JoeBiden/status/1316751936142495745,North Carolina –– early voting begins today across the state. Head to https://t.co/3bJfY7O8Ap for all the info you need to make your voice heard.,north carolina early voting begins today across the state head to https for all the info you need to make your voice heard,0,23,2,5,1,0,0,1,north carolina early vote begin today across the state head to https for all the info you need to make your voice heard
40,https://twitter.com/JoeBiden/status/1316736837524713472,"The fact that Senate Republicans haven’t bothered to pass a COVID relief package but are rushing through President Trump’s Supreme Court pick says all you need to know.

We’ve got to flip the Senate, folks.",the fact that senate republicans haven t bothered to pass a covid relief package but are rushing through president trump s supreme court pick says all you need to know we ve got to flip the senate folks,1,38,2,6,0,0,0,1,the fact that senate republican haven t bother to pass a covid relief package but be rush through president trump s supreme court pick say all you need to know we ve get to flip the senate folk
41,https://twitter.com/JoeBiden/status/1316572503616094208,I heard it's #NationalDessertDay https://t.co/RtBhurORwR,i heard it nationaldessertday https,1,5,1,4,1,0,1,1,i hear it nationaldessertday http
42,https://twitter.com/JoeBiden/status/1316569008594972672,Nature knows. https://t.co/JNSOxAUDLu,nature knows https,1,3,2,3,1,0,0,1,nature know http
43,https://twitter.com/JoeBiden/status/1316559920741916672,"Folks, we can’t let up. We’re just a few hours away from our last public fundraising deadline before Election Day, and we need your help to hit our goal.

It all comes down to this. Chip in to beat Donald Trump: https://t.co/fMpq2FQjWw",folks we can t let up we re just a few hours away from our last public fundraising deadline before election day and we need your help to hit our goal it all comes down to this chip in to beat donald trump https,0,44,4,10,1,0,0,0,folk we can t let up we re just a few hour away from our last public fundraise deadline before election day and we need your help to hit our goal it all come down to this chip in to beat donald trump http
44,https://twitter.com/JoeBiden/status/1316548847712182272,"To every person who chipped in a few dollars last month — thank you. Because of your support, we raised an astounding $383 million. I'm incredibly humbled.

There's still more work to be done, but I wanted to share the good news with Trimicka, one of our grassroots supporters. https://t.co/f9hIPT6PTW",to every person who chipped in a few dollars last month thank you because of your support we raised an astounding million i incredibly humbled there still more work to be done but i wanted to share the good news with trimicka one of our grassroots supporters https,1,48,5,14,1,0,0,0,to every person who chip in a few dollar last month thank you because of your support we raise an astound million i incredibly humble there still more work to be do but i want to share the good news with trimicka one of our grassroots supporter https
45,https://twitter.com/JoeBiden/status/1316513615373987840,"Vote for America.

https://t.co/eoxT07uII9 https://t.co/sBd51fgmln",vote for america https https,1,5,2,5,2,0,0,0,vote for america http http
46,https://twitter.com/JoeBiden/status/1316506571082522626,"If President Trump has his way in the U.S. Supreme Court, long-term complications from COVID-19, like lung scarring and heart damage, will become pre-existing conditions that could result in higher premiums or denied coverage.

It’s unconscionable.",if president trump has his way in the supreme court complications from like lung scarring and heart damage will become conditions that could result in higher premiums or denied coverage it s unconscionable,1,33,2,10,0,0,0,0,if president trump have hi way in the supreme court complication from like lung scarring and heart damage will become condition that could result in high premium or deny coverage it s unconscionable
47,https://twitter.com/JoeBiden/status/1316493986295504897,"There's only one way to end this horror: Vote.

https://t.co/eoxT07uII9 https://t.co/3RTLmdyzMa",there only one way to end this horror vote https https,1,11,2,7,2,0,0,0,there only one way to end this horror vote http http
48,https://twitter.com/JoeBiden/status/1316487694818500608,Rhode Island and Tennessee — early voting has officially started. Join millions of people across the country and vote early today. https://t.co/eoxT07uII9,rhode island and tennessee early voting has officially started join millions of people across the country and vote early today https,0,21,3,5,1,0,0,1,rhode island and tennessee early voting have officially start join million of people across the country and vote early today http
49,https://twitter.com/JoeBiden/status/1316478131788746756,Don't throw away your shot to spend Friday night with the original cast of Hamilton. Chip in today to reserve your spot: https://t.co/utKe7y9Jg5 https://t.co/QkyGHlTYsl,do throw away your shot to spend friday night with the original cast of hamilton chip in today to reserve your spot https https,0,24,2,7,2,0,0,1,do throw away your shot to spend friday night with the original cast of hamilton chip in today to reserve your spot http http
50,https://twitter.com/JoeBiden/status/1316463787579502596,"Today would have been George Floyd’s 47th birthday, and he should be alive to celebrate it.

I made a promise to his family that I won’t let him become just another hashtag — and I’ll work every day as president to keep that promise.",today would have been george floyd s birthday and he should be alive to celebrate it i made a promise to his family that i won t let him become just another hashtag and i ll work every day as president to keep that promise,1,45,2,8,0,0,0,1,today would have be george floyd s birthday and he should be alive to celebrate it i make a promise to hi family that i win t let him become just another hashtag and i ll work every day a president to keep that promise
51,https://twitter.com/JoeBiden/status/1316446172521795584,"Tonight, our campaign will close our books and send in the names of our grassroots supporters for the final time. 

Chip in to make sure you’re on the list: https://t.co/ff1FGgz3yE",tonight our campaign will close our books and send in the names of our grassroots supporters for the final time chip in to make sure you re on the list https,-1,31,2,6,1,0,0,0,tonight our campaign will close our book and send in the name of our grassroots supporter for the final time chip in to make sure you re on the list http
52,https://twitter.com/JoeBiden/status/1316438873405190145,"Virginia — your voter registration deadline has been extended! Head to https://t.co/fnQjqg1By6 to get registered online before 11:59 PM on Thursday, October 15.",virginia your voter registration deadline has been extended head to https to get registered online before pm on thursday october,0,20,2,8,1,0,0,0,virginia your voter registration deadline have be extend head to https to get registered online before pm on thursday october
53,https://twitter.com/JoeBiden/status/1316417230670721024,"Donald Trump wants to destroy Obamacare.

I want to protect and build on it.

It’s that simple, folks.",donald trump wants to destroy obamacare i want to protect and build on it it s that simple folks,1,19,3,5,0,0,0,1,donald trump want to destroy obamacare i want to protect and build on it it s that simple folk
54,https://twitter.com/JoeBiden/status/1316402131197452288,"If President Trump is successful in forcing through his nominee to the U.S. Supreme Court, it will likely repeal the ACA and 100 million Americans with pre-existing conditions will lose their protections.
 
Vote like your health care depends on it. Because it does. https://t.co/XgY2aGRZq2",if president trump is successful in forcing through his nominee to the supreme court it will likely repeal the aca and million americans with conditions will lose their protections vote like your health care depends on it because it does https,1,41,4,9,1,0,0,1,if president trump be successful in force through hi nominee to the supreme court it will likely repeal the aca and million american with condition will lose their protection vote like your health care depend on it because it do https
55,https://twitter.com/JoeBiden/status/1316393826789937152,Kansas –– you can advance vote in many counties starting today. Head to https://t.co/UXWStEl2zn to find all the info you need to cast your ballot in this election.,kansas you can advance vote in many counties starting today head to https to find all the info you need to cast your ballot in this election,0,27,2,5,1,0,0,1,kansa you can advance vote in many county start today head to https to find all the info you need to cast your ballot in this election
56,https://twitter.com/JoeBiden/status/1316386276572975109,"Wisconsin — today is your last day to register to vote online or by mail. Apply online by 11:59 PM or make sure your mail application is postmarked by today. 

Don’t let history repeat itself.

Head to https://t.co/YtDgQAoMCh to register now. https://t.co/k9pZKeAW2b",wisconsin today is your last day to register to vote online or by mail apply online by pm or make sure your mail application is postmarked by today don t let history repeat itself head to https to register now https,0,41,5,11,2,0,0,0,wisconsin today be your last day to register to vote online or by mail apply online by pm or make sure your mail application be postmark by today don t let history repeat itself head to https to register now https
57,https://twitter.com/JoeBiden/status/1316369918774968322,20 days.,days,1,1,1,2,0,0,0,0,day
58,https://twitter.com/JoeBiden/status/1316189479544279041,"Thank you, Florida! https://t.co/liQYRmvY7J",thank you florida https,1,4,2,4,1,0,0,1,thank you florida https
59,https://twitter.com/JoeBiden/status/1316178155510652929,I’ll be a president for all Americans. Not just the ones who vote for me.,i ll be a president for all americans not just the ones who vote for me,1,16,2,3,0,0,0,0,i ll be a president for all american not just the one who vote for me
60,https://twitter.com/JoeBiden/status/1316163055760232449,"Folks, it’s hard to believe, but tomorrow night marks our final public fundraising deadline of the campaign.

Can you chip in to help us post our strongest numbers yet? https://t.co/OZNNVP6VM6",folks it s hard to believe but tomorrow night marks our final public fundraising deadline of the campaign can you chip in to help us post our strongest numbers yet https,0,31,3,7,1,0,0,1,folk it s hard to believe but tomorrow night mark our final public fundraise deadline of the campaign can you chip in to help u post our strong number yet https
61,https://twitter.com/JoeBiden/status/1316155757511966721,"Here's something that will be very different if I'm president: I'll actually listen to Dr. Fauci's advice and expertise, not attack him for telling the truth. https://t.co/RCXV5gtSbw",here something that will be very different if i president i actually listen to fauci advice and expertise not attack him for telling the truth https,1,26,2,10,1,0,0,0,here something that will be very different if i president i actually listen to fauci advice and expertise not attack him for tell the truth http
62,https://twitter.com/JoeBiden/status/1316147956689575936,"We all know President Trump has a tendency to stray from the truth, so let's set the record straight. https://t.co/hMtEkvECQR",we all know president trump has a tendency to stray from the truth so let set the record straight https,1,20,2,5,1,0,0,1,we all know president trump have a tendency to stray from the truth so let set the record straight http
63,https://twitter.com/JoeBiden/status/1316137386628313088,"The election is already underway.

Millions of Americans are voting. 

And they deserve to have their voices heard when it comes to who serves on the U.S. Supreme Court.",the election is already underway millions of americans are voting and they deserve to have their voices heard when it comes to who serves on the supreme court,1,28,3,4,0,0,0,1,the election be already underway million of american be vote and they deserve to have their voice heard when it come to who serve on the supreme court
64,https://twitter.com/JoeBiden/status/1316126788972552192,"With just three weeks until Election Day, I’m in Miramar, Florida, to encourage folks to make their plan to vote. Tune in — and then head to https://t.co/uoiVh9HPb8 to make your plan today. https://t.co/5xzlVvl8xe",with just three weeks until election day i m in miramar florida to encourage folks to make their plan to vote tune in and then head to https to make your plan today https,-1,34,3,11,2,0,0,1,with just three week until election day i m in miramar florida to encourage folk to make their plan to vote tune in and then head to https to make your plan today https
65,https://twitter.com/JoeBiden/status/1316110207366250496,"215,000 Americans have died from COVID-19 on Donald Trump’s watch. 

It’s the greatest failure of presidential leadership in our nation’s history.",americans have died from on donald trump s watch it s the greatest failure of presidential leadership in our nation s history,1,22,2,7,0,0,0,1,american have die from on donald trump s watch it s the great failure of presidential leadership in our nation s history
66,https://twitter.com/JoeBiden/status/1316090743925030912,"I’m in Pembroke Pines, Florida, to discuss my plans to protect and strengthen Social Security and ensure every American can retire with dignity. Tune in. https://t.co/Yo5dzpgDyZ",i m in pembroke pines florida to discuss my plans to protect and strengthen social security and ensure every american can retire with dignity tune in https,0,27,3,7,1,0,0,1,i m in pembroke pine florida to discuss my plan to protect and strengthen social security and ensure every american can retire with dignity tune in http
67,https://twitter.com/JoeBiden/status/1316072710485676034,"Folks, we have arrived at the final frontier of this election — and your support is more important than ever. Chip in to join us for a grassroots fundraiser as we boldly go into these last three weeks: https://t.co/ywclqY6n5E https://t.co/wKRyRclgda",folks we have arrived at the final frontier of this election and your support is more important than ever chip in to join us for a grassroots fundraiser as we boldly go into these last three weeks https https,0,39,2,8,2,0,0,0,folk we have arrive at the final frontier of this election and your support be more important than ever chip in to join u for a grassroots fundraiser a we boldly go into these last three week https http
68,https://twitter.com/JoeBiden/status/1316065663916683264,Kentucky — in-person early voting begins today across the state. Head to https://t.co/JRj2A8zKYo and make your plan to vote.,kentucky early voting begins today across the state head to https and make your plan to vote,0,17,2,6,1,0,0,1,kentucky early voting begin today across the state head to http and make your plan to vote
69,https://twitter.com/JoeBiden/status/1316054842838835200,"If you live in:

Kansas
Louisiana
Maryland
Minnesota
New Jersey
Oregon
Virginia
Washington D.C.
West Virginia

Today is your last day to register to vote. Head to https://t.co/eoxT07d7QB to register before it's too late. https://t.co/KzozufgQH7",if you live in kansas louisiana maryland minnesota new jersey oregon virginia washington west virginia today is your last day to register to vote head to https to register before it too late https,1,34,3,9,2,0,0,1,if you live in kansa louisiana maryland minnesota new jersey oregon virginia washington west virginia today be your last day to register to vote head to https to register before it too late http
70,https://twitter.com/JoeBiden/status/1316046538339090433,"Texas — early voting begins today across the state.

Your voice can change the course of history — use it.

Head to https://t.co/COWdd5hED8 and make a plan to vote early today. https://t.co/j1hphIh2bS",texas early voting begins today across the state your voice can change the course of history use it head to https and make a plan to vote early today https,1,30,4,9,2,0,0,1,texas early voting begin today across the state your voice can change the course of history use it head to https and make a plan to vote early today http
71,https://twitter.com/JoeBiden/status/1316038704310480896,"@KamalaHarris @DouglasEmhoff Happy Birthday, @DouglasEmhoff!",kamalaharris douglasemhoff happy birthday douglasemhoff,0,5,1,5,0,3,0,1,kamalaharris douglasemhoff happy birthday douglasemhoff
72,https://twitter.com/JoeBiden/status/1316027160075866112,"Donald Trump has been trying to throw out Obamacare for years.

And now he sees an opportunity to finally get it done, all while ignoring the will of the people.

We can’t let him.",donald trump has been trying to throw out obamacare for years and now he sees an opportunity to finally get it done all while ignoring the will of the people we can t let him,1,35,3,5,0,0,0,1,donald trump have be try to throw out obamacare for year and now he see an opportunity to finally get it do all while ignore the will of the people we can t let him
73,https://twitter.com/JoeBiden/status/1316009544481345541,"Three weeks from today, we’re going to make Donald Trump a one-term president.",three weeks from today we re going to make donald trump a president,1,13,1,4,0,0,0,0,three week from today we re go to make donald trump a president
74,https://twitter.com/JoeBiden/status/1315823316960120833,"I am ready to fight for you and for our nation. Every day. Without exception, without reservation. And with a full and devoted heart.",i am ready to fight for you and for our nation every day without exception without reservation and with a full and devoted heart,1,24,4,5,0,0,0,1,i be ready to fight for you and for our nation every day without exception without reservation and with a full and devoted heart
